clean_text,label
a documentary about young women who have been drawn into the sex trade and how easy it is for a websavvy generation to end up making porn,medium
a simple act of kindness always sparks another even in a frozen faraway place when smeerensburgs new postman jesper befriends toymaker klaus their gifts melt an ageold feud and deliver a sleigh full of holiday traditions,high
in the fourth installment of the fighting franchise boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for,medium
a couple adopt an orphaned child whose dreams and nightmares manifest physically as he sleeps,medium
walter moves from the city out to the countryside after a nervous breakdown but his dream of a peaceful life is ruined when he meets his loud neighbors,low
when sofie a careerdriven consultant and married mother of two gets an assignment to modernize an old publishing house she meets young it tech max and an unexpected flirting game begins,medium
sheng wang delivers a laidback set on juicing mammograms how snoring is an evolutionary mistake and the existential angst of buying pants from costco,medium
a figure skating olympic hopefuls struggle to balance love family and fragile mental health as her dream of winning takes a dizzying hold,medium
a compromising sexual video featuring a promising politician it depicts the lives of four women forced to walk the line between public and private life,medium
sarah a socially isolated woman with a fondness for arts and crafts horses and supernatural crime shows finds her increasingly lucid dreams trickling into her waking life,low
lina makes a promise to her sick mother that shell spend the summer before college in rome where she falls for the city the people and the gelato,low
betrayed by his trusted friends and the woman he loved mer uar returns as ezel to exact his vengeance,high
a team of secret agents set out to track down the nazi officer who masterminded the holocaust,medium
a therapist tries to save her marriage after a cycling accident causes them to reassess their relationship,medium
young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of koreas hightech industry,high
a young woman dealing with anorexia meets an unconventional doctor who challenges her to face her condition and embrace life,medium
israels mossad agents attempt to rescue ethiopian jewish refugees in sudan in,medium
retells the story of the year siege of troy which occurred in the or th century bc,low
a us customs official uncovers a money laundering scheme involving colombian drug lord pablo escobar,medium
count dracula and company participate in a cruise for sealoving monsters unaware that their boat is being commandeered by the monsterhating van helsing family,medium
set in the s this is the story of four women from different backgrounds newly hired as operators for a phone company,medium
a one night stand turns into a nightmare for a high school student when the obsession of a young woman grows dangerous,low
when troubled musical prodigy charlotte seeks out elizabeth the new star pupil of her former school the encounter sends both musicians down a sinister path with shocking consequences,medium
takafumis uncle wakes after a year coma he had actually gone to another world and has returned with magical powers but now that hes back takafumi must help him to survive in his home world,medium
kim je ha is a former soldier for hire he is also called k he is hired as a bodyguard by choi yoo jin choi yoo jin is the wife of jang se joon who is running for president meanwhile see full summary,medium
the film is inspired by the epic malaysian historical figure mat kilau who had fought against the british colonists in pahang before independence,low
in a world without anonymity or crime a detective meets a woman who threatens their security,medium
teenagers zach and josh have been best friends their whole lives but when a gruesome accident leads to a coverup the secret drives a wedge between them and propels them down a rabbit hole of escalating paranoia and violence,medium
a team of scam artists get more than they bargained for when a job at a haunted country estate gets out of hand,low
dave is deaf and wally is blind they witness a murder but it was dave who was looking at her and wally who was listening,medium
shera princess of power leads a rebellion to free her land of etheria from the monstrous invaders the horde,medium
a painter in istanbul embarks on a personal journey as she unearths universal secrets about an anatolian archaeological site and its link to her past,medium
in london during the edwardian era george and amys attempt to start a life together is interrupted by a martian invasion of earth,low
when hes invited to manage a hotel for dead souls an elite hotelier gets to know the establishments ancient owner and her strange world,high
posing as a wealthy jetsetting diamond mogul he wooed women online then conned them out of millions of dollars now some victims plan for payback,medium
wwii drama centered on the lives of ordinary people affected by the war,medium
a modernday korean emperor passes through a mysterious portal and into a parallel world where he encounters a feisty police detective,high
put in charge of his young son alain leaves belgium for antibes to live with his sister and her husband as a family alains bond with stephanie a killer whale trainer grows deeper after stephanie suffers a horrible accident,medium
a threepart story of norways worst terrorist attack in which over seventy people were killed july looks at the disaster itself the survivors norways political system and the lawyers who worked on this horrific case,medium
a comingofage story that explores the unseen lives of roman high schoolers loosely inspired by a true story the series follows a group of parioli teenagers as they defy society in their search for identity and independence,medium
after spongebobs beloved pet snail gary is snailnapped he and patrick embark on an epic adventure to the lost city of atlantic city to bring gary home,low
ridiculed because of his enormous ears a young circus elephant is assisted by a mouse to achieve his full potential,medium
magic meenu a smalltime magician in neemuch mp has to win a local football tournament in order to marry the girl he loves,medium
lifelong best friends alexa mendoza and katie cooper are anticipating the start of their freshman year of high school they confront a crisis that leaves them feeling like outsiders at a time when fitting in is what seems to matter most,medium
a british medical doctor fights a cholera epidemic in a small chinese village while being trapped at home in a loveless marriage to an unfaithful wife,medium
average yearold minami satoru dies and is reincarnated as the most unremarkable creature imaginablea slime,high
a comingofage story set against the backdrop of late s counterculture which follows a disillusioned teen recruited into a storied high school for assassins,medium
a reformed sociopath journeys to a remote island to investigate the mystery behind his brothers demise but soon ends up facing off with more than he bargained for,low
when katie innocently accepts an offer to have new photos taken for her portfolio the experience quickly turns into a nightmare of rape torture and kidnapping now she will have to find the strength to exact her brutal revenge,low
a small army of well trained criminals led by grace lewis have hijacked a train deep beneath the english channel,low
after learning that her friends as well as herself are the magical elements of harmony studious unicorn twilight sparkle is sent by her mentor princess celestia to ponyville to study the magic of friendship with help from her friends,medium
this documentary spotlights one of the most contentious deals in football history and the extraordinary player at the center of the storm lus figo,medium
a widowed single mom discovers that her son has super powers and tries to figure out how to raise him safely and responsibly,medium
comedian dave chappelle hosts this sketchcomedy show that parodies many of the nuances of race and culture,high
alice an ambitious camgirl wakes up one day to discover shes been replaced on her show with an exact replica of herself,low
an awkward year old named ray navigating through life with the help of his inner voice,medium
accused of a ruthless murder he never committed or witnessed bryan mills goes on the run and brings out his particular set of skills to find the true killer and clear his name,medium
on a quiet suburban street a babysitter must defend a twelveyearold boy from intruders only to discover its far from a normal home invasion,medium
an american astronaut struggles with leaving her husband and daughter behind to embark on a dangerous mission with an international space crew,medium
a look at the life of jiro horikoshi the man who designed japanese fighter planes during world war ii,medium
in four women who worked at the wartime codebreaking centre bletchley park reunite to track down a serial killer,medium
gloria finds a power she never knew she had when she is drawn into a dangerous world of crossborder crime surviving will require all of her cunning inventiveness and strength based on the spanishlanguage film,low
a human child raised by wolves must face off against a menacing tiger named shere khan as well as his own origins,medium
a superhuman firefighter force is formed to deal with supernatural fire incidents,medium
examines the rise of warren jeffs in the fundamentalist church of jesus christ of latterday saints and his shocking criminal case,medium
a young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle,high
when a group of teenage friends go on a spring break camping trip an unfortunate accident sets off a race against time to save their friends most prized possession,low
determined teen din is longing to reconnect with his childhood best friend when he meets a wishgranting dragon who shows him the magic of possibilities,medium
after unwittingly stealing money from a cartel a cashstrapped professor finds the only way to save his broken family is by working as a drug courier,medium
professor james murray begins work compiling words for the first edition of the oxford english dictionary in the midth century and receives over entries from a patient at broadmoor criminal lunatic asylum dr william minor,medium
warrior and pacifist princess nausica desperately struggles to prevent two warring nations from destroying themselves and their dying planet,high
the war for eternia begins again in what may be the final battle between heman and skeletor a new animated series from writerdirector kevin smith,low
held captive and faced with their imminent executions fifty strangers are forced to choose the one person among them who deserves to live,medium
after a bestselling novelist suffering from writers block hires a new nanny for her children the line between fiction and reality starts to blur,low
an epic set in postwwii japan and centered on an american former gi who joins the yakuza,medium
a comingofage story about four bright streetsavvy friends navigating their way through high school in the gritty south central los angeles trying to get their friend out of a gang and having friendship turn into something more,medium
desperate to pay the bills and come through for their loved ones three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money,medium
when the hardy boys frank and joe and their father fenton arrive in bridgeport they set out to uncover the truth behind the recent tragedy that has changed their lives and in doing so uncover something much more sinister,medium
willowdean dumplin the plussize teenage daughter of a former beauty queen signs up for her moms miss teen bluebonnet pageant as a protest that escalates when other contestants follow her footsteps revolutionizing the pageant and their small texas town,medium
a fighter pilot travels back in time to save the future world from environmental disaster but a sideeffect turns her young again and noone takes her seriously,low
omar is a police officer after the death of his fianc he suffers great pain sibel omars fiances body was found on the top of a cliff in a car next to a fairly old rich business man after the shock of her sudden death and the accusations of his love cheating on him omar realizes that there is more behind her suspicious murder,medium
an outlaw who was raised by native americans discovers that he has five halfbrothers together the men go on a mission to find their wayward deadbeat dad,low
an apocalyptic thriller that takes place in a time in which infectious diseases have become the new normal,medium
animated series about bad cops not bad as in corrupt bad as in underperforming they arent first responders they are the worst responders,medium
during a vacation to napa valley a group of long time friends reunite and revisit past choices in this hilarious and heartfelt comedy from director amy poehler,low
a cropdusting plane with a fear of heights lives his dream of competing in a famous aroundtheworld aerial race,low
when a freak hurricane swamps los angeles natures deadliest killer rules sea land and air as thousands of sharks terrorize the waterlogged populace,low
romantic sparks occur between two dance students from different backgrounds at the maryland school of the arts,medium
escaping from poverty to become a witcher vesemir slays monsters for coin and glory but when a new menace rises he must face the demons of his past,medium
the twisting turning strangerthanfiction true story of the brobergs a naive churchgoing idaho family that fell under the spell of a sociopathic neighbor with designs on their twelveyearold daughter,medium
follows juan an agent working for the intelligence services who also reports to a parallel unit involved in illegal activities,low
set during the last days of the ottoman empire the promise follows a love triangle between michael a brilliant medical student the beautiful and sophisticated ana and chris a renowned american journalist based in paris,medium
daniel and sara have a yearold son eric and theyve just moved to a new home not knowing the neighbours call it the house of the voices eric is the first one to notice the odd noises behind each door,medium
noah meets avery at a halloween party and falls in love but gets friendzoned years later shes engaged to someone else noah returns in a time machine to fix things,medium
a gamer is magically summoned into a parallel universe where he is chosen as one of four heroes destined to save the world from its prophesied doom,high
investigating the murder of a pizza delivery man a london detective uncovers a tangled conspiracy involving drug dealers smugglers and spies,medium
two alchemist brothers go on a quest for the philosophers stone after an attempt to revive their dead mother goes horribly wrong,low
in the wake of humanitys extinction a teenage girl is raised by a robot designed to repopulate the earth but their unique bond is threatened when an inexplicable stranger arrives with alarming news,medium
luciana a young woman immersed in a circle of mysterious deaths of relatives and the growing suspicion that the person responsible is an enigmatic writer her former boss,low
the leader of a drug cartel busts out of a courthouse and speeds to the mexican border where the only thing in his path is a sheriff and his inexperienced staff,medium
a pictureperfect family is shattered when the work of a serial killer hits too close to home,medium
concurrent theatrical ending of the tv series neon genesis evangelion,high
a werewolf a vampire and a ghost try to live together and get along,medium
three unconnected brooklyn cops wind up at the same deadly location after enduring vastly different career paths,medium
a special crime unit investigates serialized crimes that cross over european borders to hunt down criminals and bring them to justice,medium
after an excon returns to her fishing village a dead body leads her to uncover the secrets of the town and its halfsiren halfhuman residents,medium
a vapid aspiring model killed in a car crash gets brought back to life as an intelligent overweight lawyer hoping to find the meaning of inner beauty,medium
a confused religious girl tries to deny her feelings for a female friend whos in love with her this causes her suppressed subconsciouslycontrolled psychokinetic powers to reemerge with devastating results,medium
takes a closer look at what brought about the financial meltdown,high
chloe is a new york party girl with the morals of a pirate she causes trouble for her naive small town roommate june and chloes best friend james van der beek,medium
a wealthy teen and his friends attending an elite private school uncover a dark conspiracy while looking into a series of strange supernatural events,low
a piano prodigy who lost his ability to play after suffering a traumatic event in his childhood is forced back into the spotlight by an eccentric girl with a secret of her own,high
detroit pd borrows an la swat leader as instructor for weeks training of their swat team after a real swat action a madman with special skills obsessed with revenge is released on bail,low
police profiler arnar is sent back home from oslo to his native iceland to investigate the countrys first serial killer case he teams up with the local senior cop kata,medium
turkish television comedy series set in istanbul leyla and mecnun is a surreal and absurd comedy that revolves around the fictional love story between leyla and mecnun,high
explores the darkest corners of the male psyche through the eyes of two fathers one of whom is a serialkiller,medium
derek is a loyal nursing home care assistant who sees only the good in his quirky coworkers as they struggle against prejudice and shrinking budgets to care for their elderly residents,high
everyone assumed that sasha and marcus would wind up together except for sasha and marcus reconnecting after years the two start to wondermaybe,medium
the clock family are fourinchtall people who live anonymously in another familys residence borrowing simple items to make their home life changes for the clocks when their teenage daughter arrietty is discovered,medium
john river is a brilliant police inspector whose genius lies sidebyside with the fragility of his mind he is a man haunted by the murder victims whose cases he must lay to rest,high
bloodthirsty creatures await a pack of divers who become trapped in an underwater cave network,low
a father has a recurring dream of losing his family his nightmare turns into reality when the planet is invaded by a force bent on destruction fighting for their lives he comes to realize an unknown strength to keep them safe from harm,low
luke and kate are coworkers at a brewery who spend their nights drinking and flirting heavily one weekend away together with their significant others proves who really belongs together and who doesnt,medium
a diverse group of people share a night of sexual selfdiscovery,low
after finding out he has an std dylan must get back in touch with every girl he has ever had sex with to let them know the bad news,high
a new york city grad student moonlighting as a dominatrix enlists her gay bff from high school to be her assistant,medium
a widow investigates an insurance fraud chasing leads to a pair of panama city law partners exploiting the worlds financial system,medium
five women with the same birthmark set out to unravel the truth about their pasts and discover a tragic web of lies spun by a powerful politician,medium
follows the lives of families living on the same street in a neighbourhood called ssangmundong in seoul it takes a nostalgic look back at the year,high
a musical comedy special shot and performed by bo burnham alone over the course of a very unusual year,high
it showcases what psychedelics teaches people about consciousness dying addiction depression and transcendence,medium
veering off course from his preset path a track star follows his own pace and heart for the first time after a film translator steps into his life,medium
an elite and aloof schoolgirl is in fact severely withdrawn and anxious about communicating with others an ordinary schoolboy befriends her and helps her to open up and talk with people,medium
believing in humanity and order policewoman akane tsunemori obeys the ruling computerized precognitive sibyl system but when she faces a criminal mastermind who can elude this perfect system she questions both sibyl and herself,high
in the nazioccupied netherlands during world war ii a jewish singer infiltrates the regional gestapo headquarters for the dutch resistance,medium
anthony templet shot his father and never denied it but why he did it is a complex question with profound implications explore anthonys psyche prior to the events of june and the journey of his mental and emotional aftermath,medium
disturbing and mysterious things begin to happen to a bartender in new orleans after he picks up a phone left behind at his bar,low
after the death of his parents during world war ii young hannibal lecter moves in with his beautiful aunt and begins plotting revenge on the barbarians responsible for his sisters death,medium
the intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friendswithbenefits relationship,medium
madeas back hallelujer and shes not putting up with any nonsense as family drama erupts at her greatgrandsons college graduation celebration,low
a woman seeks revenge against those who orchestrated a plane crash that killed her family,low
after the time of the mane sunnya young earth ponyand her new unicorn friend izzy explore their world and strive to restore harmony to equestria,medium
an excop and his family are the target of an evil force that is using mirrors as a gateway into their home,medium
a story about a former criminal profiler who now works as a fraudster posing as a fortune teller and the female detective who gets involved with him,medium
an animated television show that focuses on a sixteenyearold peter parker and the origins of spiderman,high
a drama based on the experiences of agu a child soldier fighting in the civil war of an unnamed african country,medium
a countryside boy named tatsumi sets out on a journey to the capital to make a name for himself and met a seemingly dangerous group of assassins known as night raid their journey begins,medium
a mom and dad who usually say no decide to say yes to their kids wildest requests with a few ground rules on a whirlwind day of fun and adventure,low
david tennant and michael sheen star as two actors whose west end play has been put on hold due to covid but whose director has persuaded them to carry on rehearsing online,high
with the help of a gutsy female detective a prosecutor who has almost lost the ability to feel emotions tackles a strange murder case amid political corruption,high
story of the rise and the fall of the renaissance dynasty,medium
agent fatima gets a tip that a terrorist act is planned in sweden at the same time teenager sulle has opened her eyes to her student assistant who opens the doors to a fascinating new world,high
teenage girl kyra accidentally discovers an extraordinary world and gains magical powers when an unexpected threat emerges she must unite fairies elves and humans to save them all,medium
in the s and s national lampoons success and influence creates a new media empire overseen in part by the brilliant and troubled douglas kenney,medium
based on the book series of the same name focusing on a group of young girls who start their own babysitting service,medium
when a famous horror writer goes back to her hometown she finds out that the evil spirit that plagues her dreams is also there in real life,medium
a hooker tears through tinseltown on christmas eve searching for the pimp who broke her heart,medium
after an eerie mist rolls into a small town the residents must battle the mysterious mist and its threats fighting to maintain their morality and sanity,low
to win back the love of his life a high school student and his best friend launch europes largest online drug business from their teenage bedroom,medium
a young teenager camping in the woods helps rescue the president of the united states when air force one is shot down near his campsite,low
alex a boy obsessed with scary stories is imprisoned by an evil young witch in her contemporary new york city apartment,low
jake doyle and his father malachy run a private investigations agency in st johns newfoundland their cases involve them in all sorts of dealings not all of them on the right side of the law,medium
queen victoria strikes up an unlikely friendship with a young indian clerk named abdul karim,medium
in the starving aftermath of a nuclear disaster a family of three attends a charitable event at a hotel which takes a dark turn when people start to disappear,low
filmed over a year period steven avery a dna exoneree who while in the midst of exposing corruption in local law enforcement finds himself the prime suspect in a grisly new crime,high
eternias prince adam discovers the power of grayskull and transforms into heman master of the universe a reimagining of the classic animated series,low
a story of the miraculous journey made by swimming sisters yusra and sarah mardini who fled as refugees from wartorn syria all the way to the rio olympics,medium
high school students are overwhelmed with the start of the zombie apocalypse,medium
after the deaths of three children suspected to be killed by wolves writer russell core is hired by the mother of a missing sixyearold boy to track down and locate her son in the alaskan wilderness,low
mei a young girl whose memory holds a priceless numerical code finds herself pursued by the triads the russian mob and corrupt nyc cops coming to her aid is an excage fighter whose life was destroyed by the gangsters on meis trail,medium
explores the dangerous human impact of social networking with tech experts sounding the alarm on their own creations,medium
an ambitious indian driver uses his wit and cunning to escape from poverty and rise to the top an epic journey based on the new york times bestseller,medium
this series follows the adventures of thomas the tank engine and all of his engine friends on the island of sodor,medium
the reyes brothers were three honest and goodnatured men until the day a shocking unforgettable tragedy sends them in search of revenge their plan takes an unexpected turn when they meet see full summary,medium
a troupe of hilariously selfobsessed theater stars swarm into a small conservative indiana town in support of a high school girl who wants to take her girlfriend to the prom,low
diakit and monge as police officers who are the complete opposite and get paired together to uncover an unexpectedly big criminal case,low
a filmmaker forges an unusual friendship with an octopus living in a south african kelp forest learning as the animal shares the mysteries of her world,high
when smart but cashstrapped teen ellie chu agrees to write a love letter for a jock she doesnt expect to become his friend or fall for his crush,medium
the series follows recovering addict and comedian mae who is trying to control the addictive behaviors and intense romanticism that permeate every facet of her life,medium
a damaged exspecial forces soldier navigating londons criminal underworld seizes an opportunity to assume another mans identity,medium
jj shaft a cyber security expert with a degree from mit enlists his familys help to uncover the truth behind his best friends untimely death,medium
rebecca has a very unusual secret one that not even her best friends know about the last person on earth she expects to reveal it to is a high priced escort named paris,low
inspired by her moms rebellious past and a confident new friend a shy yearold publishes an anonymous zine calling out sexism at her school,medium
flint lockwood now works at the live corp company for his idol chester v but hes forced to leave his post when he learns that his most infamous machine is still operational and is churning out menacing foodanimal hybrids,medium
a superpowered construction worker falls in with a group of criminals in order to raise the funds to help his ill mother,medium
centres on a psychiatric prison where a group of armed men aim to capture an incarcerated serial killer but are met with resistance from the prison director,low
the drama is about a woman nam hong joo who can see accidents that take place in the future through her dreams and a prosecutor jung jae chan who struggles to stop the womans dreams from coming true,high
at a major university the first woman of color to become chair tries to meet the dizzying demands and high expectations of a failing english department,medium
a disgraced former nypd officer lives with his son an earnest obsessively honest nypd detective,medium
romance is sweet and bitter and life riddled with ups and downs in multiple stories about people who live and work on bustling jeju island,high
behind vatican walls the conservative pope benedict xvi and the liberal future pope francis must find common ground to forge a new path for the catholic church,medium
the series will center on the adventures of sunny starscout and her friends after the events depicted in the film,medium
a coming of age romantic comedy revolving around exlovers who broke up with a promise never to meet again but the documentary they filmed ten years ago gets the fame and they are by compulsion facing camera once more,high
a commoner living in ancient greece heron discovers his true heritage as a son of zeus and his purpose to save the world from a demonic army,medium
four africanamerican vets battle the forces of man and nature when they return to vietnam seeking the remains of their fallen squad leader and the gold fortune he helped them hide,medium
a kindergarten teacher in new york becomes obsessed with one of her students whom she believes is a child prodigy,medium
a middleaged mary ann returns to san francisco and reunites with the eccentric friends she left behind tales of the city focuses primarily on the people who live in a boardinghouse turned apartment complex owned by anna madrigal at barbary lane all of whom quickly become part of what maupin coined a logical family its no longer a secret that mrs madrigal is transgender instead she see full summary,medium
adventurer lara croft goes on a quest to save the mythical pandoras box before an evil scientist finds it and recruits a former marine turned mercenary to assist her,low
during the early years of nazi occupation of france in world war ii romance blooms between lucile angellier michelle williams a french villager and lieutenant bruno von falk matthias schoenaerts a german soldier,medium
a tale of an inner city drug dealer who turns away from a life of crime to pursue his passion of rap music,low
tired of being locked in a reptile house where humans gawk at them like theyre monsters a group of australias deadliest creatures plot a daring escape from their zoo to the outback,medium
a behindthescenes drama and espionage thriller in cold warera england that centers on a journalist a producer and an anchorman for an investigative news programme,high
months after bloody combats leave behind thousands of dead in the trenches jan lozano captain of the fifth brigade has fallen prisoner by an opponents platoon along with a young driver see full summary,low
simns wife was killed to extract her heart and transplant it to camila the wife of a rich man in search of revenge he dives into the dangerous world of organ trafficking,medium
the original surreal sketch comedy showcase for the monty python troupe,high
yoon jin ah is a woman in her mids who doesnt know yet what its like to date a man shes been dumped by a man many times because of her clumsy reckless and foolish behavior and see full summary,high
when disgraced new york times reporter michael finkel meets accused killer christian longo who has taken on finkels identity his investigation morphs into a game of catandmouse,medium
follows the counselors and campers on their first day at camp firewood in the summer of,medium
a group of online justice seekers track down a guy who posted a video of himself killing kittens,high
a prisoner becomes a lawyer and fights to overturn his life sentence for a crime he didnt commit,medium
tensions rise when trailblazing blues singer ma rainey and her band gather at a recording studio in chicago in,medium
follows the story of a woman who stood up to hunter moore a selfproclaimed professional life ruiner after photos of her daughter being naked were posted online,medium
after disaster strikes earth a marine biologist on a submarine research mission must fight to survive with the crew as a conspiracy comes to light,medium
an ordinary man who comes across surprising circumstances that place him in the center of a huge corruption scandal,high
following a tragic car accident in greece an american tourist finds himself at the center of a dangerous political conspiracy and on the run for his life,low
a comedic look at a couple facing various challenges in their daily lives while trying to cope with their changes from twenties to thirties,medium
when a depressed woman is burgled she finds a new sense of purpose by tracking down the thieves alongside her obnoxious neighbour but they soon find themselves dangerously out of their depth against a pack of degenerate criminals,medium
an urban dark fantasy drama about a gumiho who settles into the city and a producer who is after it,medium
through outrageous neverbeforeseen footage witness the making of the jackass crews last go at wild stunts,medium
a woman tries to solve the mysterious death of her brother a famous dj who disappeared from ibiza many years ago,medium
after years of assaults on him in prison convicted felon cain burgess escapes for avengement on those responsible,medium
albert desiderio a humble retired man decides to hire a novelist to write his memoirs but the amazing love story albert shared with solange during the s turns out to be the confession of a serial killers couple,medium
a security expert must infiltrate a burning skyscraper stories above ground when his family is trapped inside by criminals,low
a man named farmer sets out to rescue his kidnapped wife and avenge the death of his son two acts committed by the krugs a race of animalwarriors who are controlled by the evil gallian,low
a team of rapidfire renovators takes big risks and makes painstaking plans to transform families homes from top to bottom in just hours,medium
a returning champion and two challengers test their buzzer skills and their knowledge in a wide range of academic and popular categories,high
follows the world of an elite ballet academy and charts the rise and fall of young adults who live far from their homes each standing on the verge of greatness or ruin,low
a japanese businessman captured by modernday pirates is written off and left for dead by his company tired of the corporate life he opts to stick with the mercenaries that kidnapped him becoming part of their gang,medium
in this fully animated allnew take on the smurfs a mysterious map sets smurfette and her friends brainy clumsy and hefty on an exciting race through the forbidden forest leading to the discovery of the biggest secret in smurf history,low
this unflinching series documents the terrorist attacks from al qaedas roots in the s to americas forceful response both at home and abroad,high
in a fantasy world a lone hero makes his living by exterminating all goblins he encounters but one day he meets a friend and his life begins to become more intense,medium
nakajima atsushi was kicked out of his orphanage and now he has no place to go and no food while he is standing by a river on the brink of starvation he rescues a man whimsically see full summary,medium
a man in his s withstands the weight of life a woman in her s goes through different experiences but also withstands the weight of her life the man and woman get together to help each other,high
a police brigade working in the dangerous northern neighborhoods of marseille where the level of crime is higher than anywhere else in france,medium
a young man is magically turned a merman and discovers his underwater origins after he comes in contact with the magic waters at the mysterious mako island guarded by a trio of mermaids,medium
elena navigates her life between the human world and the werewolf world as the only female of the species,medium
matchmaker sima taparia guides clients in the us and india in the arranged marriage process offering an inside look at the custom in a modern era,medium
the life of the shtisel family a haredi family in jerusalem,high
a young photographer and his girlfriend discover mysterious shadows in their photographs after a tragic accident they soon learn that you can not escape your past,medium
new york hairdresser izzy seizes the chance to work at the wedding of a charming prince but when sparks between them fly will love or duty prevail,low
set in the late s hap and leonard is a darkly comic swamp noir of two best friends one femme fatale a crew of washed up revolutionaries a pair of murderous psycho killers some lost loot and the fuzz,medium
film version of jacqueline susanns bestselling novel chronicling the rise and fall of three young women in show business,medium
inspired by true events a woman escaping a cult a refugee fleeing with his family a father trapped in a deadend job and a bureaucrat on the verge of a national scandal find their lives intertwined in an immigration detention centre,medium
prince fichael and his crew as they venture out of their domed human city to fight the evil aliens that want to kill them as they begin their journey fichael quickly discovers that all is not what it seems and he may be living a lie,low
ottoman sultan mehmed ii wages an epic campaign to take the byzantine capital of constantinople and shapes the course of history for centuries,medium
to protect his brotherinlaw from a drug lord a former smuggler heads to panama to score millions of dollars in counterfeit bills,medium
the seemingly normal life of sakuta azusagawa a high school student changes drastically when he meets a wild bunny girl that seems to be invisible to others,high
in this animated musical a girl builds a rocket ship and blasts off hoping to meet a mythical moon goddess,medium
a sketchcomedy series that parodies life in portland oregon,medium
caught in the crossfires of civil war cia operatives must send a former us diplomat to negotiate for the life of a friend he left behind,medium
the dynamic duo faces four supervillains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people,medium
angel works in an ambulance service after a tragic accident his personal life begins to deteriorate as he becomes more and more suspicious of his partner vane,low
an idiosyncratic general confronts opposition from enemies allies and bureaucrats while leading a massive rebuilding operation in afghanistan,medium
the story of the invention of football and how it quickly rose to become the worlds most popular game by crossing class divides,medium
a love story between a girl who loves reading books and a boy who has previously checked out all of the library books she chooses,medium
the story of richard kuklinski the notorious contract killer and family man when he was finally arrested in neither his wife nor his daughters had any clue about his real profession,medium
the cortez siblings set out for a mysterious island where they encounter a genetic scientist and a set of rival spy kids,low
in the wake of a mysterious global disaster war rages between the tribes that have emerged from the wreckage of europe three siblings from the peaceful origine tribe are separated and forced to forge their own paths,medium
in istanbul retired cia operative bryan mills and his wife are taken hostage by the father of a kidnapper mills killed while rescuing his daughter,medium
two sisters discover disturbing family secrets after a string of mysterious deaths occur on a luxury ship traveling from spain to brazil in the s,medium
a group of teenage girlfriends deal with their impending graduation from high school,low
a daughter mother and grandmother are haunted by a manifestation of dementia that consumes their familys home,medium
amy an yearold girl joins a group of dancers named the cuties at school and rapidly grows aware of her burgeoning femininity upsetting her mother and her values in the process,low
guts the black swordsman is pursued by demons who are attracted to him due to a demonic brand on his neck his goal is to free himself and his lover casca of this inescapable curse see full summary,medium
jodi the tallest girl in her high school has always felt uncomfortable in her own skin but after years of slouching being made fun of and avoiding attention at all costs jodi finally decides to find the confidence to stand tall,low
desperate to avoid his familys judgment about his perpetual single status peter convinces his best friend nick to join him for the holidays and pretend that theyre now in a relationship,medium
ji ho is a single woman shes a writing assistant of dramas shes a strong and determined woman unfortunately she has to leave her house and seeks other place to live her friends help her to find a roommate that roommate is se hee,high
audrey is determined not to be defined by motherhood in theory this seems fairly easy in practice her careerfocused husband selfobsessed mother and fancyfree best friend make it damnnear impossible,medium
a ragtag group of teenagers run wild in the streets of the bronx in the late s,high
a troubled couple vacate to a beautiful getaway but bizarre circumstances further complicate their situation,medium
an aspiring young country singer katharine mcphee finds the band shes been missing when she takes a job as nanny for a musically talented family a rugged cowboy eddie cibrian and his five children,medium
a young girl arrives at a school of superhumans to find out the truth behind her fathers murder,medium
love never hurt so good for two coworkers who enter a contractual relationship as partners in consensual play pleasure and pain,medium
it was a happy day for kazuma right up to the moment he died a goddess intervenes and offers him a second chance in a magical land,medium
an unfathomable incident introduces a genius engineer to dangerous secrets of the world and to a woman from the future whos come looking for him,medium
the vampire alucard his master sir integra fairbrook wingates hellsing and his newly sired ward seras victoria try to protect england from a warcrazed ssmajor who seeks to start an eternal war with his vampire army,high
a group of technologydependent teenagers goes to offline camp and faces a deadly danger lurking in the woods,low
a tough cop is dispatched to take down a serial killer who has been targeting police officers,medium
the story of a man who leverages his single invented name into a worldwide fashion empire thats synonymous with luxury sex status and fame literally defining the era,medium
criminal lawyer cleaver greene defends the indefensiblefrom bigamists to cannibals and everyone in between he is champion of the lost cause both in the courtroom and in the bedroom,high
a happilymarried mans life is turned upsidedown when his wife is killed in a mysterious hitandrun accident in tel aviv,medium
after failing to find success on broadway april returns to her hometown and reluctantly is recruited to train a misfit group of young dancers for a big competition,medium
ito a gangland enforcer caught amidst a treacherous and violent insurrection within his triad crime family upon his return home from a stint abroad,medium
a warrior chosen as the latest and last wu assassin must search for the powers of an ancient triad and restore balance in san franciscos chinatown,medium
a veteran dc journalist loses the thread of her own narrative when a guiltpropelled errand for her father thrusts her from byline to unwitting subject in the very story shes trying to break adapted from joan didions namesake novel,low
